"","SampleID","Achnanthidium","Actinoptychus","Amphiprora","Asterionella","Asterionellopsis","Attheya","Bacillaria","Bacterosira","Bellerochea","Chaetoceros","Corethron","Coscinodiscus","Craticula","Cylindrotheca","Eolimna","Eucampia","Fragilariopsis","Guinardia","Leptocylindrus","Licmophora","Lithodesmium","Melosira","Navicula","Nitzschia","Planktoniella","Pleurosira","Porosira","Proboscia","Psammoneis","Pseudo-nitzschia","Raphid-pennate_X","Rhizosolenia","Skeletonema","Stellarima","Stephanodiscus","Synedra","Thalassiosira","Toxarium","Unclassified Eukaryota"
"1","20ppt3C_1",0.000639027891109647,0,0.000137636776546693,0,0.000688183882733466,0,0.000314598346392442,0,0,0.129693168300284,0.00647875969601935,0.00227100681302044,0,0,9.83119832476381e-05,0.00102244462577544,0.29096414561971,0,0,0,0,0,0,0,0.0133311049283797,0,0.000757002271006813,0.000117974379897166,0,0,0.00041291032964008,0.514781206681282,0,0.0128100514171672,0,0.000235948759794331,0.021353362761387,0.00154349813698792,0.00234965639961855
"2","20ppt3C_2",0.00097829073921407,0,0.000120912338554548,0,0.000703489969771915,0,0.000417697169552075,0,0,0.118582028029678,0.0043748282495191,0.0023852706787579,0,0,0,0.000582577631217367,0.328815608683704,0,0,0,0,0,0,0,0.0150370981038747,0,0.000648529815883484,4.39681231107447e-05,0,0,0.000219840615553724,0.493784006595218,0,0.00857378400659522,0,0.000318768892552899,0.0211706512778236,0.00107721901621325,0.00216543006320418
"3","20ppt3C_3",0.000686011725849912,0,0.000714300869183929,7.77951441685467e-05,0.00227727603838837,0,0.00229849289588888,0,0,0.0431904495852104,0.244559644122577,0.00461820264927827,0,0,0.000671867154182903,0.00577805752597297,0.169904594864106,0,5.6578286668034e-05,0,0,0,0.00248237232755999,0,0.00786438184685672,0,0.0247530004172649,0.0018387943167111,0,0.00603265981597912,0.000289963719173674,0.402080666492217,0.000933541730022561,0.0196750991888088,0,0.000268746861673161,0.0311534190965862,0.00211461346421777,0.0256794698614539
"4","35ppt0C_1",0.000365740436825373,0,0.00040325227649977,0,0.00184745810396406,0,0.00158487522624328,0,0,0.0384402577063386,0.18465203079722,0.00602065026774076,0,0,0.00041263023641837,0.00750236793487945,0.115348906998771,0,4.68897995929965e-05,0,0,0,0.00202563934241745,0,0.00923729051982032,0,0.0271116821246706,0.00180056830437107,0,0.00700533605919368,0.000196937158290585,0.502246021400505,0.000919040072022732,0.027664981759868,9.37795991859931e-06,0,0.0383652340269898,0.00225071038046383,0.0245421211069744
"5","35ppt0C_2",0.000604310750016786,0,0.000520378701403344,0,0.00214026723964279,0,0.00188007788894111,0.000629490364600819,0,0.0408497280601625,0.227262808030618,0.00416302961122675,0,0,0.000260189350701672,0.00592560263210904,0.14785469683744,5.03592291680655e-05,8.39320486134426e-05,0,0,0,0.00156952930907138,0,0.00966057879540724,0,0.0284865372994024,0.00169542738199154,0,0.00682367555227288,0.000167864097226885,0.438041361713557,0.000436446652789901,0.0225189686429866,0,0.000176257302088229,0.0325152756328476,0.00258510709729403,0.0230980997784194
"6","35ppt0C_3",0.000752323709522153,0,0.000218416560829012,0,0.00111635131090384,0,0.000517728144187288,0,0,0.132198645817323,0.00752323709522153,0.00207091257674915,0,0,0.000121342533793896,0.000954561265845313,0.288350307805561,0.000121342533793896,0,0,0,0,0.000145611040552675,0,0.0124254754604949,0,0.00153700542805601,7.28055202763374e-05,0,0,0.000234595565334865,0.513335544463949,0.000145611040552675,0.013080725142982,0,0.000444922623910951,0.0203774561751215,0.00150464741904431,0.00275043076599497
"7","50ppt-3C_1",0.000937908792483566,0,0.00217199930890931,0,0.00363645338840119,0,0.00351304433675862,0.00187581758496713,0,0.0229705381457379,0.133413412095733,0.00257513554427505,0,0,0.000979045143031091,0.00484586209449842,0.180876533357467,0,0.000403136235365743,0,9.87272413140596e-05,0,0.0028137263774507,0,0.00719063407570734,0,0.0396060783071569,0.00208972660781426,0,0.00121763597620673,0.00151381770014891,0.511925428023727,0,0.0271088550108189,0,0.000625272528322377,0.0296181723942179,0.00166190856212,0.0163311311673674
"8","50ppt-3C_2",0.000616075958541712,0,0.000117779227368268,0,0.000860694353845039,0,0.000416757266072335,0,0,0.10860150757411,0.0108719286801479,0.00168514894542292,0,0,0,0.000833514532144669,0.293940711748931,0,0,0,0,0,0,0,0.015954555338117,0,0.00104189316518084,6.34195839675292e-05,0,0,0.000353337682104805,0.533123142712184,0.000353337682104805,0.0113521055301877,0,0.000271798217003696,0.0148583025295354,0.00235558454736537,0.002328404725665
"9","50ppt-3C_3",0.00116541061300598,0,0.0030041695801932,0,0.00365161992075208,0,0.00509327601239652,0,0,0.0168078108409085,0.113571422405235,0.0037552119752415,0,0,0.0010013898600644,0.00492925525945493,0.197032087638878,0,0.000164020752941583,0,0,0,0.00236535191084177,0,0.007778036757914,0,0.0504493305363479,0.00263296471827277,0,0.000785573079878107,0.00186465698080957,0.497241861549219,0,0.0377506711901864,0,0.000820103764707914,0.0274864251245263,0.00181286095356486,0.0188364885746597
"10","Ev32Core_A",0.00992536934558562,0,0.00304614915977052,0,0.00322384119409047,0.00098999847692542,0.012057673757425,0,0,0.0513022287658019,0.0128953647763619,0.00276691882012489,0,0,0.000634614408285526,0.000837691018936894,0.415951667766665,0,0.000126922881657105,0,0,0.000355384068639894,0.00890998629232878,0.0520129969030817,0.00918921663197441,0,0.00626999035386099,0.000406153221302736,0,0.00185307407219374,0.132456719297355,0.235670406660913,0,0.00715845052546073,0,0.000609229831954105,0.0220338122556735,0.000863075595268315,0.0084530639183632
"11","Ev32Core_B",0.00193475989629687,0,0.00456603335526061,0,0.00470791574765572,0.00122534793432135,0.0120213081556579,0.00450154135871738,0,0.00665557404326123,0.155012962891305,0.0180190638341782,0,0,0.00162519831288937,0.00862902913748404,0.0850391466419017,0,0.00254098466380322,0,0,0.000554631170271769,0.00808729636652092,0.00807439796721227,0.0220175676198584,0,0.0608675463374995,0.00260547666034645,0,0.00633311406054509,0.052947929161991,0.403203962388268,0,0.0402559042422835,0,0.000322459982716145,0.0599646583858943,0.000128983993086458,0.0281572056907738
"12","Ev32Core_C",0.00130493788495668,0,0.00441069005115357,0.000130493788495668,0.00178776490239065,0.000378431986637436,0.0142629710825765,0,0,0.0178645996450569,0.154778682534711,0.00553293663221631,0,0.00264902390646205,0.00147457981000104,0.00354943104708216,0.346408810940599,0,0.000626370184779205,0,0,0.000743814594425306,0.0121489717089467,0.00798621985593486,0.00670738072867732,0,0.0238673139158576,0.00155287608309844,0,0.00189215993318718,0.10211138949786,0.209168493579706,0,0.0230060549117862,0,0.00109614782336361,0.0295959912308174,0.00176166614469151,0.0232017955945297
"13","Ev37Core_A",0.0180163894914437,0,0.000411745802201334,0,0.00686912509038322,0,0.00103438579577408,0,0,0.000622639993572748,0.00218928255804612,0.000150638708122439,0,0,0.000150638708122439,6.02554832489757e-05,0.627289708363461,0,0,0.000833534184944163,0,0,0.0108560295653571,0.0512975014059613,0.00588495219731662,0,0.00142604643689242,0.00141600385635093,0,0.00352494577006508,0.238039286575078,0.0190206475455933,0,0.000401703221659838,0,0.000753193540612196,0.00572427090865269,0.000150638708122439,0.00387643608901743
"14","EvXCore_A",0.00166343221513723,0,0.00783199334627114,0,0.00582201275298032,0,0.0187136124202939,0,0,0.000277238702522872,0.00589132242861103,0.0343082894372054,0,0,0.00325755475464375,0.0092181868588855,0.253950651510951,0,0,0,0,0,0.00630718048239534,0.00284169670085944,0.000762406431937899,0,0.063903520931522,0.0175353479345717,0,0,0.359855835874688,0.117895758247851,0,0.0554477405045744,0,0.00401996118658165,0.0173967285833102,0.00547546437482673,0.00762406431937898
"15","Hero_1",0.000777269194230935,0,0.000879334845998634,0,0.00141321671678352,0,0.00205701544331823,0.00248098045835329,0,0.00656360652906123,0.230150193532178,0.0214730428911274,0,0,0.000463221034945709,0.00735657813125643,0.0577220516766246,0,0.00266155814994229,0,0,0,0.00348593456806601,0,0.0148858827501197,0,0.0584914696668734,0.00367436346363715,5.49584278749146e-05,0.00488344887688527,0.00171156246810448,0.434579842818896,0,0.0506952241126177,0,0.000502477054856362,0.0563559421837339,0.00355659540390519,0.0331242296006093
"16","Hero_2",0,0,0,0,0.00560429791674719,0,0,0.00085030727012716,0,0.00776871642252541,0.0665365438874502,0,0,0,0.00123681057473041,0,0.0399451165307463,0,0,0,0,0,0.00102423375719862,0,0.0099524600935338,0,0,0,0,0,0.630985969930043,0.10215282340664,0.000985583426738299,0.0108414176941213,0,0,0.117265102616627,0,0.00485061647277084
"17","Hero_3",0,0,0,0,0,0,0,0,0,0,0.109588284056369,0.0158054711246201,0,0,0,0,0.0952196739430782,0,0,0,0,0,0,0.0369715390991987,0,0,0.00939486045869025,0,0,0,0.661066592981487,0.0321635810997513,0,0.0253108593534125,0,0,0.0144791378833932,0,0
"18","Station_B1_2",0.00247000318355966,0,0.00562062946658909,0,0.00605974114366636,0,0.0102752132436082,0.00252489214319432,0,0.00517053999758489,0.253817527142591,0.00122951269581636,0,0,0.00127342386352409,0.00585116309705466,0.201189992644879,0,0.0100995685727773,0,0,0,0.00753076526187523,0,0.0380270712348918,0,0.0793145466720824,0.00347996004083739,0,0.0055547627150275,0.00236022526429034,0.221202507327676,0,0.0375879595578145,0,0.000691600891396705,0.0741220510906436,0.00364462691974136,0.0209017158288782
"19","Station_B1_3",0.00295294632765485,0,0.00503019133055688,0,0.00603826611137699,0,0.00904212530675003,0.0046534361094423,0.000132373456067286,0.00427668088832772,0.210300691396744,0.00195505412037838,0,0,0.00106917022208193,0.00537639883104056,0.246173897990978,0,0.0079729550846681,0,0,0,0.00594662294948425,0.000427668088832772,0.042125306750028,0,0.073691284735304,0.00342134471066217,0,0.00535603368395328,0.00209761014998931,0.227356502082336,0,0.0334395715173053,0,0.00063131955970552,0.0771940900343153,0.00253546081236572,0.0208029977496512
"20","Station_B1_4",0.000393245880628028,0,0.000485488741516084,6.3113536397091e-05,0.000650554913631553,6.79684238122518e-05,0.00250997679363816,0.000907863946635078,0,0.00900581615512336,0.518434007515366,0.00637446717610619,0,0.000330132344230937,0.000645700026216392,0.00515103554748565,0.0220606084144909,0,0.000907863946635078,0,0,7.28233112274126e-05,0.00326248434298809,0.00148074066162406,0.00449562574643894,2.42744370758042e-05,0.0385235316393013,0.00273815650215072,0,0.00272844672732039,0.000660264688461875,0.275111905154919,0.000621425589140588,0.0370039518783559,0,0.000368971443552224,0.0321781937876861,0.00210702113817981,0.0306343395896649
"21","Station_B2_1",0,0,0.00209821195850493,0,0.00308867226189856,0,0.00308867226189856,0.00367512902048689,0,0.00804097377886671,0.246898295365688,0.00367512902048689,0.000104258979304593,0,0.000912266068915185,0.006685607047907,0.12281707762081,0,0.00474378355835896,0,0,0,0.00463952457905437,0,0.0365036751290205,0.000234582703435333,0.0471120262732628,0.00377938799979148,0,0.00776729395819215,0.00235885940676641,0.339349945264036,0,0.0419642391700985,0,0.000534327268936037,0.0634676536516707,0.00414429442735756,0.0423161132252515
"22","Station_B2_2",0.00121858689904122,0,0.00229922056422873,0,0.00200032189087899,0,0.00432253466075001,0,0,0.00600096567263698,0.162876784769963,0.00696663830961304,0,0,0.000942680431333778,0.00800128756351597,0.151748557239096,0,0.00312693996735107,0,0,0,0.00436851907203458,0,0.0289931713149242,0,0.0520083691628538,0.00501230083001862,0,0.00689766169268618,0.0153817855746902,0.376428390775527,0,0.0454555905548019,0,0.000804727197480054,0.0671832248867634,0.00314993217299336,0.0448118087968179
"23","Station_B2_3",0.00146609651802077,0,0.00163408674404398,0,0.00213805742211362,0,0.00357361026267563,0.00154245571166768,0,0.00652107513744655,0.223121563836286,0.00565058032987172,0,0,0.000610873549175321,0.00633781307269395,0.104138668295663,0,0.00340562003665241,0,0,0,0.00335980452046426,0.000274893097128894,0.0257635919364691,0,0.0523976786805131,0.00348197923029933,0,0.00558949297495418,0.00219914477703115,0.395342089187538,0,0.0444257788637752,0,0.0008094074526573,0.0626298106291998,0.00357361026267563,0.0400122174709835
"24","Station_B3_1",0.000710683172856488,0,0.000401192113709308,0,0.00124942686840899,0,0.00186840898670335,0.00103163686382393,0,0.00660247592847318,0.192847317744154,0.0279573590096286,0,0,0.000630444750114626,0.00776020174232004,0.0550550206327373,0,0.0026593305823017,0,0,0,0.00332416322787712,0,0.0160132966529115,0,0.0598234754699679,0.00348464007336084,0,0.00530719853278313,0.000962861072902338,0.466781292984869,0,0.0503209536909674,0,0.000538743695552499,0.0597203117835855,0.00320953690967446,0.0317400275103164
"25","Station_B3_2",0.000634685566192416,0,0.000476014174644312,0,0.00145977680224256,0,0.00178769767810864,0.00120590257576559,4.23123710794944e-05,0.00648437086793251,0.294494102713281,0.0141217538477812,0,0,0.000317342783096208,0.00628338710530491,0.0480139630824562,0,0.00251758607922992,0,0,0,0.0030041783466441,0,0.0133812873538901,0,0.0435288517480298,0.0050880626223092,0,0.00481303221029248,0.0005606389168033,0.423864177288835,0,0.0403448458242979,0,0.000401967525255197,0.0519913259639287,0.00451684561273602,0.0306658909398635
"26","Station_B3_3",0.000674695543635934,3.37347771817967e-05,0.000674695543635934,0,0.00136625847586277,0,0.00182167796781702,0,0,0.00762405964308606,0.221114597038087,0.0309516580642985,0,0,0.000404817326181561,0.00850116384981277,0.0554431062982829,0,0.00357588638127045,0,0,0,0.00254697567722565,0,0.0174746145801707,0,0.0564720170023277,0.004149377593361,0,0.00556623823499646,0.000995175926863003,0.429831663461863,0,0.0569443038828729,0,0.000489154269136052,0.0603177816010525,0.00291805822622542,0.0301082886347536
"27","Station_B4_1",0.000278284530472156,0,0.000226750358162498,0,0.000886387763726127,0,0.00109252445296476,0.00173154818960453,0,0.00750337548828628,0.359677602218031,0.00660668089009822,0,0,0.000453500716324995,0.00613256650484937,0.02987951310514,0,0.00213351473361986,0,0,0,0.00207167372684827,0,0.00712202261319481,4.12273378477268e-05,0.0584809787370005,0.0035764715582903,0,0.00342186904136133,0.00054626222648238,0.3788277006483,0.000443193881863063,0.0474217453593478,0,0.000639023736639766,0.0457211176731291,0.00297867515949826,0.0321057893489173
"28","Station_B4_2",0.000852428964252979,0,0.000311640696608616,0,0.00101741521539872,0,0.00101741521539872,0.00133822181484876,0,0.00722273143904675,0.267580201649863,0.0110815765352887,0,0,0.000494958753437214,0.00758020164986251,0.0529514207149404,0,0.00176901924839597,0,0,0,0.00243813015582035,0.00137488542621448,0.00980751604032997,0,0.055224564619615,0.00361136571952337,0,0.00422548120989917,0.00602199816681943,0.419523373052246,0,0.0521081576535289,0,0.000641613198900092,0.052878093492209,0.00318056828597617,0.0357470210815765
"29","Station_B4_3",0.00031135096667062,0,0.000326177203178745,0,0.000659767524611553,0,0.000971118491282173,0.000756138061914364,0,0.00625667180642866,0.350225358794923,0.00722779029771083,0,0,0.000400308385719369,0.00638269481674772,0.0297414304352983,0,0.00157158106986123,0,0,0,0.00172725655319654,0,0.00663474083738584,0,0.0567029415253232,0.00369914600877713,5.18918277784367e-05,0.00308385719368995,0.000452200213497806,0.387313189419998,0.000956292254774048,0.0543233305657692,0,0.000585636342070929,0.0449309097378721,0.00344709998813901,0.0312611196773811
"30","Station_B5_1",0.000203402366863905,0,0.000277366863905325,0,0.000619452662721893,0,0.000943047337278107,0,0,0.00774778106508876,0.550850591715976,0.00557507396449704,0,0,0.000305103550295858,0.00491863905325444,0.0205621301775148,0,0.000924556213017751,0,0,0,0.00215421597633136,0,0.0042344674556213,0,0.0356416420118343,0.00262573964497041,0,0.00269045857988166,0.000563979289940828,0.253855399408284,0.000360576923076923,0.0378513313609467,0,0.00029585798816568,0.0339219674556213,0.00196005917159763,0.0309171597633136
"31","Station_B5_2",0.000295453706097426,0,0.00033977176201204,0.000155113195701149,0.000524430328322931,0,0.00136647339070059,0.000613066440152159,0,0.00870849798722163,0.5357092735532,0.00589430143664365,0,0,0.000546589356280238,0.0050965764301806,0.020312442294198,0,0.000805111349115485,0,0,0,0.00235624330612697,0.000324999076707168,0.00456475975920523,0,0.0359123979761421,0.00268862872548658,0,0.00252612918713299,0.00079772500646305,0.269571961443291,0.000864202090334971,0.0358902389481848,0,0,0.0326845662370277,0.00202385788676737,0.0294271891273036
"32","Station_B5_3",0.000188022170266337,0,0.000253421186011151,0,0.000596766018671419,0,0.00107090888282131,0,0,0.00850187204682569,0.509180386835178,0.00595948530974609,0,0,0.000433268479309386,0.00510929810506352,0.0221457417065873,0,0.000760263558033452,0,0,0,0.00182299756388666,0,0.00465967987181793,0,0.0402694439448686,0.00247698772133479,0,0.00261596062979252,0.000596766018671419,0.290175432859735,0.00040056897143698,0.0383319981034285,0,0.00030247044781976,0.0323970374245868,0.00228079067410035,0.0294704314700064
