"","Asterionellopsis_glacialis","Aureococcus_anophagefferens","Azadinium_cuneatum","Bacillaria_paxillifer","CCW10-lineage_X_sp.","Cercozoa","Chaetoceros","Chaetoceros_debilis","Chaetoceros_neogracilis","Chrysochromulina_simplex","Corethron_inerme","Coscinodiscus_wailesii","Cryomonadida","Cryothecomonas_aestivalis","Cryptophyceae","Dinoflagellata","Diplopsalidaceae","Eucampia_antarctica","Filosa-Granofilosea_X","Fragilariopsis_sublineata","Gymnodiniaceae","Gyrodinium_spirale","Heterocapsa_rotundata","Kinetoplastida","Leegaardiella_sp.","MAST-1A_XX_sp.","MAST-1C_XX_sp.","Micromonas_polaris","Navicula_gregaria","Nitzschia_sp.","Novel-clade-2_X_sp.","Paraphysomonas_sp.","Parvodinium_inconspicuum","Pentapharsodinium_dalei","Phaeocystis_antarctica","Picozoa_XXXX_sp.","Placidiales_XX_sp.","Planktoniella_sol","Polar-centric-Mediophyceae","Polarella_glacialis","Porosira_pseudodelicatula","Proboscia_alata","Prorocentrum_micans","Protaspa-lineage_X_sp.","Pseudo-nitzschia","Pseudopedinella_elastica","Pyramimonas_australis","Pyramimonas_sp.","Pyrsonympha_sp.","Raphid-pennate_X_sp.","Reckertia_filosa","Rhizosolenia_pungens","Spirotrichea","Stellarima_microtrias","Strombidiida_B_XX_sp.","Strombidiida_F_XX_sp.","Strombidiidae_M_X_sp.","Telonemia_XX","Thalassiosira_hendeyi","Thalassiosira_tumida","Toxarium_undulatum","Trinema_enchelys","Unclassified Eukaryota"
"Hero_2",0.00284715677034244,0.0121445962928055,0,0,0,0,0,0,0.00394674835061263,0,0.0338026233113415,0,0,0.000314169022934339,0,0.0115064404649702,0.00470271756204838,0,0.0154237354696827,0.0202933553251649,0.00633246936852026,0.00143339616713792,0.0359821709079485,0.025202246308514,0.00846292805529375,0.00734370091109017,0.0165036914860195,0.00237590323594094,0.000520342444234998,0,0,0.00694117185045555,0,0.0101614043355325,0.0151881087024819,0.00390747722274584,0.0103184888469997,0.00505615771284951,0.00246426327364122,0.0147463085139805,0,0,0,0,0,0.00170829406220547,0.0115457115928369,0.00925816839459629,0.011251178133836,0.320560398994659,0.0233074143889412,0.0518967954759661,0.00214027646874018,0.00550777568331763,0,0,0.0163662425384857,0.0295711592836946,0,0.059574300973924,0,0.0868284637134779,0.0160520735155514
"Hero_3",0,0.0284557986594157,0,0,0,0.0152523080814468,0,0,0,0,0.0501580877703301,0.00723409637030479,0.0211205261160997,0.00298469710383205,0.00586821803465284,0.0217781712406728,0,0,0.0163905400278234,0.0435816365245985,0,0,0.0177058302769698,0.0113570254205135,0.00693056785127103,0,0.000632351081320349,0,0,0,0,0,0.0152017199949412,0.016997597065891,0.0230428734033135,0,0,0,0,0.0118629062855697,0.00429998735297837,0,0.00384469457442772,0,0,0.00151764259516884,0.0101429113443784,0.00204881750347793,0.00665233337549007,0.302567345390161,0.00822056405716454,0.0147211331731377,0.00589351207790565,0.0115846718097888,0,0,0.0170987732389022,0.0179840647527507,0.000859997470595675,0.00576704186164158,0,0.0898444416339952,0.0374351840141647
"Station_B1_2",0.00244766562759122,0.0554227765928672,0.0198739806935939,0.00415038954243729,0.00018180125132471,0.00111297839225615,0.00086023031114619,0.000190669605047867,0.00103759738560932,0.00311279215682797,0.102176737421349,0.00049662780849677,0.000106420244677879,0.00147658089490557,0.0130763875647944,0.0293542508236484,0.00403953512089783,0.00236341626722123,0.000310392380310481,0.0812651593421455,0.000926742964069865,0.00436766420865463,0.00377791868606471,5.76442992005179e-05,0.000713902474714106,0.0621494228918815,0.033721915032303,0.00926742964069865,0.00304184532704271,0,0.00411048195068309,5.76442992005179e-05,0.00126374040554982,0.07978857844724,0.0654927922455115,0.00393311487621995,0.0127349559464529,0.0153599886485072,0.0083983309758293,0.000984387263270383,0.0320369278249032,0.00140563406512032,0.00400849588286678,0.00160960620075292,0.00224369349195862,0.00682863236683058,0.00115732016087194,0.00178253909835448,6.20784760620962e-05,0.000953348025239335,0.000141893659570506,0.0893220586996333,0.000700599944129372,0.0151826215740441,0.000807020188807251,0.00624775519796383,0.00557376031500392,0.0533963577671259,0.00384886551584997,0.0260906966535267,0.001472146718044,0,0.0501815795424816
"Station_B1_3",0.00265978919040144,0.0466875981161695,0,0.00398295581969051,0.000363310159228527,0.00172684458398744,0.000793899977573447,0.000139044628840547,0.000950885848845033,0.00263287732675488,0.0922628392016147,0.000861179636689841,0.000201838977349181,0.00179860955371159,0.0133348284368693,0.0298497420946401,0.00332361516034985,0.00236824400089706,0.000309486431935412,0.108436869253196,0.00104059206100022,0.00817223592733797,0.0034850863422292,3.13971742543171e-05,0.000453016371383718,0.0538282126037228,0.0330118860731106,0.0077685579726396,0.0026194213949316,0.000188383045525903,0.00613590491141512,6.72796591163938e-05,0.000888091500336398,0.0993361740300516,0.041287284144427,0.0037407490468715,0.0157120430589818,0.0185557299843014,0.00907826867010541,0.00100470957613815,0.0324601928683561,0.00150706436420722,0.00422516259250953,0.00185243328100471,0.00235927337968154,0.00783135232114824,0.00097331240188383,0.0021529490917246,0.000300515810719892,0.000923973985198475,0.000233236151603499,0.100107647454586,0.000565149136577708,0.0147297600358825,0.000986768333707109,0.0063377438887643,0.00621215519174703,0.0471899529042386,0.00400089706212155,0.0299977573446961,0.00111684234133214,0,0.0535994617627271
"Station_B1_4",0.000534522579590013,0.00415252242800898,0,0.00206229980334356,0.000402886421929786,0.000506599758268147,0.000877574384401514,0.000498621809319042,0.00602335145657403,0.00114882464867107,0.425408171813109,0.00523752348508722,0,0.000869596435452409,0.00796598202568102,0.00967326310078942,0.00430809243251652,0.00423230191750003,0.000303162060065978,0.0181259000123658,0.00245720827632424,0,0.000227371545049483,0.000155570004507541,0.000343051804811501,0.00236147288893498,0.00333478266072575,0.000829706690706886,0.00236147288893498,0.00121663721473846,0.000323106932438739,0,0.000382941549557024,0.00792609228093549,0.0194981072316118,0.0023016382718167,0.0140810798951698,0.00369379036343546,0.0240814389028725,8.37684639655991e-05,0.0316525124555728,0.00224978160364752,0.00242928545500237,0.00663366455118054,0.00224180365469841,0.00849651563079648,0.000757905150164944,0.000259283340845902,0.0264788125620784,0.000542500528539118,7.97794894910467e-05,0.225955459111017,0.000299173085591425,0.0304039634450379,0.00115281362314563,0.00250906494449342,0.0010211774654854,0.00209022262466542,0.00129242772975496,0.0247156858443263,0.00173121492195571,0,0.0258365876716755
"Station_B2_1",0.0017995990766614,0.0217850200461669,0,0.0017995990766614,0.000151864900984085,0.000903596160855303,0.00142753006925039,0.000303729801968169,0.00295377232414044,0.00235390596525331,0.143421212489369,0.00214129510387559,0,0.00418387802211153,0.0394241282954683,0.0142145547321103,0.00471540517555583,0.00389533471024177,0.000668205564329972,0.0715587413437006,0.00460150649981776,0.00130603814846313,0.0026956019924675,0,0.0044876078240797,0.0194311140809136,0.014093062811323,0.00297655205928806,0.00270319523751671,0,0.000121491920787268,0,0.00119973271777427,0.019036265338355,0.0719991495565545,0.00280190742315636,0.0224152593852509,0.021268679382821,0.0240022476005346,0.000546713643542704,0.0274495808528733,0.00220204106426923,0.00586198517798566,0.00352326570283076,0.00452557404932572,0.012232717774268,0.0046774389503098,0.00154902199003766,0.000205017616328514,0.00137437735390597,7.59324504920423e-05,0.197720507836229,0.0016249544405297,0.0244502490584376,0.00877779127688009,0.00478374438099866,0.0394089418053699,0.014427165593488,0.00432055643299721,0.0326585469566274,0.00241465192564694,0.000265763576722148,0.0233264487911554
"Station_B2_2",0.00111717495987159,0.0189534510433387,0,0.00241412520064205,0.00636918138041734,0.00147672552166934,0.000924558587479936,0.00041091492776886,0.00201605136436597,0.00206741573033708,0.0906067415730337,0.0038908507223114,0.000898876404494382,0.00602247191011236,0.033091492776886,0.0261829855537721,0.00304333868378812,0.00446869983948636,0.000231139646869984,0.0847512038523274,0.00437881219903692,0.00102728731942215,0.00210593900481541,0.000128410914927769,0.0039422150882825,0.015653290529695,0.0120064205457464,0.00328731942215088,0.00243980738362761,0,0.00139967897271268,0.000513643659711075,0.00114285714285714,0.0577207062600321,0.0525329052969502,0.00219582664526485,0.0207383627608347,0.0161926163723917,0.0245906902086677,0.0022215088282504,0.0290465489566613,0.00279935794542536,0.00640770465489567,0.00431460674157303,0.00385232744783307,0.0101958266452648,0.00538041733547352,0.001669341894061,0.000359550561797753,0.00859069020866774,0.00213162118780096,0.210105939004815,0.00359550561797753,0.0253868378812199,0.00686998394863563,0.00747351524879615,0.0488860353130016,0.00923274478330658,0.0039422150882825,0.0335794542536116,0.00175922953451043,0,0.0239101123595506
"Station_B2_3",0.00136413684241296,0.0169055530113321,0,0.00228005729374738,0.000438472556489881,0.00105233413557571,0.00103284646639839,0.000555398571553849,0.0025723723314073,0.00226056962457005,0.141870231610948,0.00360521879780569,8.76945112979762e-05,0.00288417503824455,0.033265451285699,0.0238918824114042,0.00279648052694657,0.00404369135429557,0.00019487669177328,0.0664432080601,0.00622631030215631,0.00119849165440567,0.00294263804577653,0,0.00483294195597735,0.0155316723343305,0.012267487747128,0.00228980112833605,0.00214364360950609,0.000175389022595952,0.000633349248263162,0,0.00133490533864697,0.0429410790322423,0.0238041879001062,0.00244570248175467,0.0191174034629588,0.0164378489510762,0.0251488370733418,0.000721043759561138,0.0334310964737063,0.0022215942862154,0.00688889105418546,0.00393650917382026,0.00356624345945103,0.00979255376160734,0.00507653782069396,0.0014908066920656,0.000311802706837249,0.00140311218076762,0.000136413684241296,0.252189926823802,0.00352726812109638,0.0283448148184236,0.00681094037747615,0.00808738270859114,0.0371434974519873,0.00928587436299681,0.0043067748881895,0.0356526907599217,0.00228005729374738,0,0.0240867591031775
"Station_B3_1",0.000774846630128027,0.00824607422888543,0,0.001158715602852,0.00036965160336383,0.000661107675246849,0.000931237693089648,0.000547368720365671,0.0026159959622671,0.00161367142237672,0.119169989976755,0.0173380819346996,5.68694774405892e-05,0.000611346882486334,0.0550354367931302,0.0289892161253403,0.00498318796073163,0.00481257952840986,0.000284347387202946,0.0341430125183937,0.00713711941879394,0.0017274103772579,0.000639781621206628,0,0.00260177859290695,0.00646890305886702,0.00914176849857471,0.00130088929645348,0.00206151855722136,0,0.000206151855722136,0,0.00214682277338224,0.0566419995308268,0.0295294761610259,0.00263021333162725,0.0165703439892517,0.00993083249806288,0.0195417741855225,0.000184825801681915,0.0371002253453044,0.00216104014274239,0.00786931394084153,0.00563007826661833,0.0032913210068741,0.0104497664797083,0.00780533577872086,0.0021041706653018,0.000213260540402209,0.000597129513126186,0,0.289408770695158,0.00257334385418666,0.0312071257455233,0.0175157990517015,0.0014288456206948,0.0310649520519218,0.00649022911290724,0.00231032252102394,0.0347259246621598,0.00199043171042062,0,0.0280295436935304
"Station_B3_2",0.000965419782710591,0.00838096304121223,0,0.00118228944404413,0.000265840230021757,0.000587646824258621,0.000629621597419951,0.000657604779527504,0.0030011962810351,0.0018608816101523,0.194196288030893,0.00933938702839593,0,0.000769537507957717,0.0597301022085727,0.0153907501591543,0.00327403230658374,0.00415550254297167,0.000160903297118432,0.0317539158965462,0.00395262447269191,0.000937436600603038,0.000776533303484606,0,0.00166499933539942,0.00739455587192098,0.00874474440861043,0.00106336092008703,0.00198680592963629,0,4.197477316133e-05,6.99579552688834e-06,0.00160203717565743,0.0350279482031299,0.0470886996914854,0.00237157468361515,0.0163421783508112,0.00884968134151375,0.0201269037308578,0.00016789909264532,0.0287876985931455,0.00336497764843329,0.00523985084963937,0.00474314936723029,0.00318308696473419,0.00903856782073974,0.00734558530323276,0.00216869661333539,0.000433739322667077,0.000370777162925082,0,0.280251568807147,0.0004197477316133,0.0266819641395521,0.0125364655841839,0.000531680460043514,0.0304107231553836,0.00740155166744786,0.00185388581462541,0.0325304492000308,0.00298720468998132,0,0.0212882057883212
"Station_B3_3",0.000809716599190283,0.00986654670865197,0,0.00107962213225371,0.000349877542859999,0.000969660618783426,0.000939671115109712,0.000339881041635428,0.00323886639676113,0.00187934223021942,0.130824211525966,0.0183435797470885,5.99790073474284e-05,0.000729744589393712,0.0677962713050432,0.0285000249912531,0.00462838006697656,0.00503823661718399,0.000239916029389714,0.0328584995251662,0.00746738641475484,0.00101964312490628,0.000469835557554856,0,0.00207927225471085,0.00856700154945769,0.0103063927625331,0.00128954865796971,0.00150947168491028,0,9.9965012245714e-05,0,0.00218923376818114,0.0505523066926576,0.0307192482631079,0.00318888389063828,0.0220222921977308,0.010356375268656,0.0176938071674914,0.000119958014694857,0.033468286099865,0.00245913930124456,0.00805717998700455,0.00546808616984056,0.00329884540410856,0.01364522417154,0.0090168441045634,0.00269905533063428,0.000349877542859999,0.000589793572249713,2.99895036737142e-05,0.254710851202079,0.00163942620082971,0.033748188134153,0.0184635377617834,0.00139951017144,0.0336282301194582,0.00708751936822112,0.00250912180736742,0.0332383665716999,0.00172939471185085,0,0.0291098115659519
"Station_B4_1",0.000713544907695499,0.00664592408214063,0,0.000879485583903754,0.000248911014312383,0.000348475420037337,0.00112009956440572,0.000622277535780958,0.00429786351379382,0.00195809997925742,0.288977390582867,0.00531839867247459,0,0.000497822028624767,0.0200871188550093,0.0146027795063265,0.00336859572702759,0.0049367351171956,0.00172578303256586,0.0240531010163866,0.00239784277120929,0,0.000572495332918482,0,0.000248911014312383,0.00433934868284588,0.00560049782202863,0.000970752955818295,0.00166770379589297,0,1.65940676208256e-05,0,0.000647168637212197,0.0123542833437046,0.0415349512549264,0.0032441402198714,0.0174569591371085,0.00573325036299523,0.0248413192283759,7.4673304293715e-05,0.0470773698402821,0.00287907073221323,0.00348475420037337,0.00485376477909148,0.00275461522505704,0.00783239991702966,0.00146857498444306,0.000846297448662103,0.000265505081933209,0.000439742791951877,1.65940676208256e-05,0.30492428956648,0.000373366521468575,0.0381746525617092,0.0026633478531425,0.000954158888197469,0.00168429786351379,0.00355942750466708,0.00185853557353246,0.0349471064094586,0.00239784277120929,0.00014934660858743,0.0162372951669778
"Station_B4_2",0.000794616651156131,0.00610637840933496,0,0.000794616651156131,0.000229078674207173,0.000687236022621519,0.00109528241105305,0.000422363805569475,0.00412341613572911,0.00159639201088124,0.208547498031355,0.00865487865988976,0,0.000801775359725106,0.0218984895124919,0.0160140310687952,0.0032142601474694,0.00592025198654163,0.00132436108526022,0.0413558594029637,0.00304960985038299,0.000873362445414847,0.00287780084472761,0,0.000436681222707424,0.00434533610136731,0.00596320423795547,0.00100221919965638,0.00190421647934713,0.00107380628534612,0.000594172811224855,0,0.000701553439759467,0.0256854463454793,0.0273176318992054,0.0034361801131076,0.0187414990335743,0.00765981816880235,0.0267019829622736,0.000221919965638199,0.0431312191280693,0.00282053117617582,0.00400171809005655,0.0053189204667478,0.00330016465029709,0.0117116472188417,0.00196148614789892,0.00093063211396664,0.000272030925621018,0.00470327152981602,0,0.327518075739137,0.000501109599828191,0.0406972582146181,0.00294222922184838,0.00113823466246689,0.00355071945021118,0.00355787815878016,0.001940010022192,0.0393585797122199,0.00248407187343403,0,0.0203951607130074
"Station_B4_3",0.000541072905014348,0.00504596079957201,0,0.000796410680414377,0.000188463596128593,0.000443801371528622,0.000972715334857254,0.000346529838042897,0.00381182821847186,0.00141043723554302,0.286640970769904,0.00592748407178639,0,0.00044988084237148,0.0179283595155878,0.0135632994504158,0.00266888770001459,0.0052344243957006,0.00154418559408589,0.0243908370215456,0.00290598706288605,0,0.000462039784057196,0,0.000316132483828608,0.00373887456835757,0.00544112640435777,0.000887602743057244,0.00141651670638588,0,4.25562959000049e-05,0,0.000601867613442926,0.0115509946014299,0.0339416857156753,0.00288166917951461,0.0168826905306162,0.00544112640435776,0.0246218569135742,6.68741792714362e-05,0.0465018724770196,0.00303365595058606,0.00324643743008609,0.00552015952531492,0.00252905987062886,0.00830455717134381,0.00142259617722873,0.000717377559457225,0.000176304654442877,0.000370847721414328,0,0.317591556830893,0.000492437138271485,0.0445503623364622,0.00268712611254316,0.00127668887700015,0.00150770876902874,0.00300933806721463,0.00183600019454307,0.0350116725840183,0.00282695394192889,0.000164145712757162,0.0164328096882447
"Station_B5_1",0.00051136840659131,0.00410621198128544,0,0.000778501156303188,0.00027476511398936,0.00051136840659131,0.00103800154173758,0.000595324413643614,0.00476259530914892,0.00132039902000443,0.454118042145916,0.00460231565932179,0,0.00037398584959663,0.00773921737736699,0.00976179391089978,0.00337350501064715,0.00406041779562055,0.000290029842544325,0.0169743781531205,0.00227444455468971,0,0.00013738255699468,0,0.000396882942429076,0.00173254669098847,0.00315979881087765,0.000793765884858153,0.00177834087665336,0,6.86912784973401e-05,0,0.000290029842544325,0.00675464238557178,0.0263927156715336,0.00237366529029698,0.0141885651918395,0.00349562283908686,0.0252173315728013,0,0.029422764289694,0.00216759145480495,0.00246525366162676,0.00673174529273933,0.00222101800474733,0.00826585051251326,0.000702177513528366,0.000282397478266843,0.0292090580899245,0.000465574220926416,0,0.209485502324055,0.000251868021156914,0.0312468993520123,0.00139672266277925,0.00280107768983598,0.00078613352058067,0.00167912014104609,0.00102273681318262,0.0269804077208997,0.00161806122682623,0,0.0230650048465513
"Station_B5_2",0.000437814872139558,0.00331136037097102,0,0.00114078523022279,0.00025282267264397,0.000499478938638087,0.000783133644531322,0.000419315652189999,0.00606774414345528,0.00105445553712485,0.446669832088747,0.00492079250658264,0,0.000456314092089117,0.00654872386214381,0.00953326468067263,0.00397116588250529,0.00425482058839852,0.000166492979546029,0.0169576182870956,0.00250356109984029,0,0.00014799375959647,3.08320332492647e-05,0.000474813312038676,0.00159709932231191,0.00274405095918455,0.000696803951433381,0.001886920434855,0.000271321892593529,3.08320332492647e-05,0,0.000332985959092058,0.00748601767292146,0.0237098335686845,0.00215824232744853,0.0131899438240354,0.00381083930960911,0.0242463109472217,0,0.029981069131585,0.00224457202054647,0.00238639937349308,0.0059999136703069,0.0021089110742497,0.00740585438647337,0.000598141445035734,0.000258989079293823,0.0270828580061541,0.000665971918184117,0,0.225012178653133,0.000363817992341323,0.0299625699116354,0.00110378679032367,0.00298454081852882,0.00118395007677176,0.00143677274941573,0.00117778367012191,0.0260284024690292,0.0016895954220597,0,0.022599880371711
"Station_B5_3",0.000490149999328562,0.00404205889857252,0,0.000879584245370433,0.000154430821706259,0.000624437670377483,0.000812440409845972,0.000490149999328562,0.00568036848536936,0.00118844588878295,0.417654800112802,0.00489478560973317,0,0.000470006848671223,0.00873541300173231,0.00895698765896303,0.00451878013079619,0.00419648972027878,0.000235003424335612,0.0181892650435763,0.00250446506506238,0,0.000154430821706259,0,0.000389434246041871,0.00181288355916043,0.0031356171189923,0.000772154108531296,0.00149730753219547,0,6.04294519720144e-05,0,0.00028871849275518,0.00627794862153706,0.0244336417473512,0.00264546711966374,0.0153960814857588,0.00382719862489425,0.0238763479124982,3.35719177622302e-05,0.0330750533793492,0.00203445821639115,0.00253803698282461,0.00633166368995663,0.00214860273678274,0.00963514039776008,0.000644580821034821,0.000194717123020935,0.0305974458484966,0.000490149999328562,0,0.238219614057233,0.00022157465723072,0.0314837444774195,0.00122873219009763,0.00257832328413928,0.000960156847999785,0.00143687808022345,0.00124216095720252,0.0253602266775887,0.00187331301113245,0,0.0252125102394349
